"","Gender","Age","Department","Response","Satisfaction","Statement"
"8594","Female","46-55","Devolution","Agree","Compensation","My benefits are comparable to those offered by other organizations"
"8595","Female","46-55","Education","Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8596","Male","Below 35","Education","Agree","Compensation","My benefits are comparable to those offered by other organizations"
"8597","Male","46-55","OOG","Strongly Agree","Compensation","My benefits are comparable to those offered by other organizations"
"8598","Male","Below 35","Health","Neutral","Compensation","My benefits are comparable to those offered by other organizations"
"8599","Female","Below 35","Health","Agree","Compensation","My benefits are comparable to those offered by other organizations"
"8600","Male","Above 55","Trade","Neutral","Compensation","My benefits are comparable to those offered by other organizations"
"8601","Female","Below 35","Education","Agree","Compensation","My benefits are comparable to those offered by other organizations"
"8602","Female","36-45","Education","Strongly Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8603","Male","Below 35","Health","Strongly Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8604","Female","Below 35","Health","Agree","Compensation","My benefits are comparable to those offered by other organizations"
"8605","Male","Above 55","Transport","Agree","Compensation","My benefits are comparable to those offered by other organizations"
"8606","Male","46-55","Agriculture","Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8607","Male","46-55","Devolution","Strongly Agree","Compensation","My benefits are comparable to those offered by other organizations"
"8608","Female","Above 55","Water","Strongly Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8609","Male","46-55","Health","Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8610","Female","46-55","Health","Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8611","Male","36-45","Agriculture","Neutral","Compensation","My benefits are comparable to those offered by other organizations"
"8612","Female","36-45","Education","Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8613","Male","36-45","Health","Neutral","Compensation","My benefits are comparable to those offered by other organizations"
"8614","Female","36-45","Education","Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8615","Male","Below 35","Finance","Agree","Compensation","My benefits are comparable to those offered by other organizations"
"8616","Male","36-45","Education","Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8617","Male","Below 35","Lands","Neutral","Compensation","My benefits are comparable to those offered by other organizations"
"8618","Female","Below 35","Health","Neutral","Compensation","My benefits are comparable to those offered by other organizations"
"8619","Female","46-55","Education","Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8620","Female","46-55","Finance","Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8621","Male","36-45","Health","Agree","Compensation","My benefits are comparable to those offered by other organizations"
"8622","Male","46-55","OOG","Agree","Compensation","My benefits are comparable to those offered by other organizations"
"8623","Female","46-55","Education","Strongly Agree","Compensation","My benefits are comparable to those offered by other organizations"
"8624","Male","Below 35","Health","Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8625","Female","Below 35","Finance","Strongly Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8626","Female","Below 35","Health","Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8627","Male","Above 55","Finance","Agree","Compensation","My benefits are comparable to those offered by other organizations"
"8628","Female","36-45","Education","Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8629","Male","Below 35","Lands","Neutral","Compensation","My benefits are comparable to those offered by other organizations"
"8630","Male","36-45","Health","Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8631","Female","36-45","Education","Strongly Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8632","Female","Below 35","Health","Strongly Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8633","Male","46-55","Finance","Neutral","Compensation","My benefits are comparable to those offered by other organizations"
"8634","Female","Below 35","OOG","Agree","Compensation","My benefits are comparable to those offered by other organizations"
"8635","Female","46-55","Health","Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8636","Female","Above 55","Education","Neutral","Compensation","My benefits are comparable to those offered by other organizations"
"8637","Male","36-45","Trade","Neutral","Compensation","My benefits are comparable to those offered by other organizations"
"8638","Male","Below 35","Education","Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8639","Female","Below 35","Transport","Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8640","Female","Below 35","Education","Agree","Compensation","My benefits are comparable to those offered by other organizations"
"8641","Female","36-45","Education","Strongly Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8642","Male","Below 35","Agriculture","Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8643","Female","36-45","Health","Strongly Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8644","Male","36-45","Transport","Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8645","Female","Below 35","Health","Disagree","Compensation","My benefits are comparable to those offered by other organizations"
"8646","Female","Below 35","Water","Agree","Compensation","My benefits are comparable to those offered by other organizations"
"8647","Male","36-45","Finance","Agree","Compensation","My benefits are comparable to those offered by other organizations"
"8648","Female","36-45","Health","Neutral","Compensation","My benefits are comparable to those offered by other organizations"
"8649","Female","36-45","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8650","Male","Below 35","Education","Agree","Compensation","I understand my benefit plan"
"8651","Male","Below 35","Education","Disagree","Compensation","I understand my benefit plan"
"8652","Female","36-45","Health","Disagree","Compensation","I understand my benefit plan"
"8653","Female","Below 35","Finance","Agree","Compensation","I understand my benefit plan"
"8654","Female","36-45","Health","Agree","Compensation","I understand my benefit plan"
"8655","Male","Below 35","Health","Agree","Compensation","I understand my benefit plan"
"8656","Male","Below 35","Health","Strongly Agree","Compensation","I understand my benefit plan"
"8657","Male","36-45","Agriculture","Neutral","Compensation","I understand my benefit plan"
"8658","Male","36-45","CPSB","Agree","Compensation","I understand my benefit plan"
"8659","Female","Below 35","Education","Disagree","Compensation","I understand my benefit plan"
"8660","Female","36-45","Health","Disagree","Compensation","I understand my benefit plan"
"8661","Male","46-55","Education","Agree","Compensation","I understand my benefit plan"
"8662","Male","46-55","Health","Strongly Disagree","Compensation","I understand my benefit plan"
"8663","Male","36-45","Health","Disagree","Compensation","I understand my benefit plan"
"8664","Male","46-55","Agriculture","Agree","Compensation","I understand my benefit plan"
"8665","Female","Below 35","Health","Agree","Compensation","I understand my benefit plan"
"8666","Female","Above 55","Agriculture","Neutral","Compensation","I understand my benefit plan"
"8667","Male","36-45","Lands","Neutral","Compensation","I understand my benefit plan"
"8668","Male","36-45","Devolution","Disagree","Compensation","I understand my benefit plan"
"8669","Female","Below 35","Health","Strongly Disagree","Compensation","I understand my benefit plan"
"8670","Female","36-45","Education","Disagree","Compensation","I understand my benefit plan"
"8671","Female","Below 35","Health","Disagree","Compensation","I understand my benefit plan"
"8672","Female","36-45","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8673","Female","Below 35","Education","Agree","Compensation","I understand my benefit plan"
"8674","Female","46-55","Education","Disagree","Compensation","I understand my benefit plan"
"8675","Male","46-55","Education","Agree","Compensation","I understand my benefit plan"
"8676","Female","Below 35","Health","Agree","Compensation","I understand my benefit plan"
"8677","Female","Below 35","Health","Agree","Compensation","I understand my benefit plan"
"8678","Female","36-45","Health","Neutral","Compensation","I understand my benefit plan"
"8679","Male","36-45","Health","Strongly Disagree","Compensation","I understand my benefit plan"
"8680","Male","36-45","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8681","Female","Below 35","Health","Neutral","Compensation","I understand my benefit plan"
"8682","Male","46-55","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8683","Male","36-45","Health","Strongly Disagree","Compensation","I understand my benefit plan"
"8684","Female","Below 35","Health","Neutral","Compensation","I understand my benefit plan"
"8685","Male","46-55","Agriculture","Disagree","Compensation","I understand my benefit plan"
"8686","Female","36-45","Education","Agree","Compensation","I understand my benefit plan"
"8687","Female","36-45","OOG","Agree","Compensation","I understand my benefit plan"
"8688","Female","36-45","Education","Neutral","Compensation","I understand my benefit plan"
"8689","Female","36-45","Education","Disagree","Compensation","I understand my benefit plan"
"8690","Female","36-45","Finance","Agree","Compensation","I understand my benefit plan"
"8691","Female","36-45","Education","Neutral","Compensation","I understand my benefit plan"
"8692","Female","46-55","Education","Neutral","Compensation","I understand my benefit plan"
"8693","Male","46-55","Education","Agree","Compensation","I understand my benefit plan"
"8694","Male","46-55","Devolution","Agree","Compensation","I understand my benefit plan"
"8695","Male","Below 35","Finance","Strongly Agree","Compensation","I understand my benefit plan"
"8696","Male","36-45","Transport","Agree","Compensation","I understand my benefit plan"
"8697","Male","Below 35","Health","Agree","Compensation","I understand my benefit plan"
"8698","Male","46-55","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8699","Female","46-55","Health","Disagree","Compensation","I understand my benefit plan"
"8700","Female","36-45","Agriculture","Agree","Compensation","I understand my benefit plan"
"8701","Female","36-45","Health","Disagree","Compensation","I understand my benefit plan"
"8702","Female","46-55","OOG","Agree","Compensation","I understand my benefit plan"
"8703","Female","36-45","Education","Agree","Compensation","I understand my benefit plan"
"8704","Male","36-45","Devolution","Agree","Compensation","I understand my benefit plan"
"8705","Female","Above 55","Education","Neutral","Compensation","I understand my benefit plan"
"8706","Male","36-45","Health","Agree","Compensation","I understand my benefit plan"
"8707","Female","36-45","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8708","Female","Below 35","Health","Neutral","Compensation","I understand my benefit plan"
"8709","Female","Above 55","Education","Agree","Compensation","I understand my benefit plan"
"8710","Female","Below 35","Education","Agree","Compensation","I understand my benefit plan"
"8711","Male","Above 55","Water","Disagree","Compensation","I understand my benefit plan"
"8712","Female","Above 55","Health","Neutral","Compensation","I understand my benefit plan"
"8713","Female","46-55","Education","Agree","Compensation","I understand my benefit plan"
"8714","Male","Below 35","Agriculture","Neutral","Compensation","I understand my benefit plan"
"8715","Male","36-45","Education","Disagree","Compensation","I understand my benefit plan"
"8716","Female","Below 35","Health","Neutral","Compensation","I understand my benefit plan"
"8717","Female","Below 35","Health","Disagree","Compensation","I understand my benefit plan"
"8718","Female","Below 35","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8719","Female","Below 35","Education","Disagree","Compensation","I understand my benefit plan"
"8720","Male","36-45","Health","Strongly Agree","Compensation","I understand my benefit plan"
"8721","Female","Below 35","Health","Agree","Compensation","I understand my benefit plan"
"8722","Male","36-45","Health","Agree","Compensation","I understand my benefit plan"
"8723","Male","36-45","Health","Disagree","Compensation","I understand my benefit plan"
"8724","Male","46-55","Health","Disagree","Compensation","I understand my benefit plan"
"8725","Male","Below 35","Agriculture","Neutral","Compensation","I understand my benefit plan"
"8726","Female","Below 35","Health","Strongly Disagree","Compensation","I understand my benefit plan"
"8727","Female","46-55","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8728","Female","46-55","Education","Disagree","Compensation","I understand my benefit plan"
"8729","Female","Below 35","Education","Disagree","Compensation","I understand my benefit plan"
"8730","Male","Above 55","Finance","Agree","Compensation","I understand my benefit plan"
"8731","Male","Below 35","Health","Strongly Disagree","Compensation","I understand my benefit plan"
"8732","Male","36-45","Devolution","Strongly Agree","Compensation","I understand my benefit plan"
"8733","Female","36-45","Education","Disagree","Compensation","I understand my benefit plan"
"8734","Male","36-45","Finance","Agree","Compensation","I understand my benefit plan"
"8735","Female","36-45","Education","Agree","Compensation","I understand my benefit plan"
"8736","Female","Below 35","Education","Agree","Compensation","I understand my benefit plan"
"8737","Male","46-55","Agriculture","Disagree","Compensation","I understand my benefit plan"
"8738","Female","36-45","Health","Disagree","Compensation","I understand my benefit plan"
"8739","Male","Below 35","Finance","Agree","Compensation","I understand my benefit plan"
"8740","Male","36-45","Health","Strongly Agree","Compensation","I understand my benefit plan"
"8741","Male","Below 35","Transport","Agree","Compensation","I understand my benefit plan"
"8742","Female","Below 35","Education","Neutral","Compensation","I understand my benefit plan"
"8743","Female","Below 35","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8744","Female","36-45","Health","Neutral","Compensation","I understand my benefit plan"
"8745","Female","46-55","Health","Strongly Disagree","Compensation","I understand my benefit plan"
"8746","Female","36-45","Education","Neutral","Compensation","I understand my benefit plan"
"8747","Female","Below 35","Health","Strongly Disagree","Compensation","I understand my benefit plan"
"8748","Male","Below 35","Lands","Neutral","Compensation","I understand my benefit plan"
"8749","Female","36-45","Education","Disagree","Compensation","I understand my benefit plan"
"8750","Male","Above 55","Transport","Agree","Compensation","I understand my benefit plan"
"8751","Male","46-55","Health","Neutral","Compensation","I understand my benefit plan"
"8752","Female","36-45","Finance","Neutral","Compensation","I understand my benefit plan"
"8753","Female","36-45","Education","Agree","Compensation","I understand my benefit plan"
"8754","Male","Below 35","Trade","Neutral","Compensation","I understand my benefit plan"
"8755","Female","Below 35","Education","Disagree","Compensation","I understand my benefit plan"
"8756","Female","Below 35","OOG","Agree","Compensation","I understand my benefit plan"
"8757","Female","36-45","Education","Disagree","Compensation","I understand my benefit plan"
"8758","Male","Below 35","Education","Neutral","Compensation","I understand my benefit plan"
"8759","Male","36-45","trade","Agree","Compensation","I understand my benefit plan"
"8760","Male","46-55","Health","Agree","Compensation","I understand my benefit plan"
"8761","Female","Below 35","Lands","Neutral","Compensation","I understand my benefit plan"
"8762","Female","Below 35","Education","Agree","Compensation","I understand my benefit plan"
"8763","Female","Below 35","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8764","Female","46-55","Education","Agree","Compensation","I understand my benefit plan"
"8765","Female","46-55","Education","Agree","Compensation","I understand my benefit plan"
"8766","Female","46-55","Health","Agree","Compensation","I understand my benefit plan"
"8767","Male","46-55","Agriculture","Disagree","Compensation","I understand my benefit plan"
"8768","Female","46-55","Education","Agree","Compensation","I understand my benefit plan"
"8769","Male","46-55","Education","Agree","Compensation","I understand my benefit plan"
"8770","Female","Below 35","Health","Disagree","Compensation","I understand my benefit plan"
"8771","Female","36-45","Health","Strongly Disagree","Compensation","I understand my benefit plan"
"8772","Male","46-55","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8773","Male","Above 55","Water","Agree","Compensation","I understand my benefit plan"
"8774","Female","Below 35","Water","Neutral","Compensation","I understand my benefit plan"
"8775","Female","Above 55","Finance","Agree","Compensation","I understand my benefit plan"
"8776","Female","36-45","Education","Agree","Compensation","I understand my benefit plan"
"8777","Male","Above 55","Health","Agree","Compensation","I understand my benefit plan"
"8778","Female","36-45","Education","Disagree","Compensation","I understand my benefit plan"
"8779","Female","Below 35","Health","Agree","Compensation","I understand my benefit plan"
"8780","Female","36-45","Education","Neutral","Compensation","I understand my benefit plan"
"8781","Male","Above 55","Finance","Strongly Agree","Compensation","I understand my benefit plan"
"8782","Female","36-45","Health","Strongly Disagree","Compensation","I understand my benefit plan"
"8783","Male","46-55","Education","Disagree","Compensation","I understand my benefit plan"
"8784","Male","46-55","Health","Disagree","Compensation","I understand my benefit plan"
"8785","Female","36-45","Education","Disagree","Compensation","I understand my benefit plan"
"8786","Female","46-55","Education","Neutral","Compensation","I understand my benefit plan"
"8787","Female","Below 35","Transport","Neutral","Compensation","I understand my benefit plan"
"8788","Male","36-45","Devolution","Agree","Compensation","I understand my benefit plan"
"8789","Male","36-45","Devolution","Agree","Compensation","I understand my benefit plan"
"8790","Female","Below 35","Health","Agree","Compensation","I understand my benefit plan"
"8791","Female","Below 35","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8792","Male","36-45","Health","Disagree","Compensation","I understand my benefit plan"
"8793","Female","Below 35","Trade","Neutral","Compensation","I understand my benefit plan"
"8794","Female","Below 35","Health","Neutral","Compensation","I understand my benefit plan"
"8795","Female","Below 35","Education","Neutral","Compensation","I understand my benefit plan"
"8796","Male","Below 35","Education","Neutral","Compensation","I understand my benefit plan"
"8797","Female","36-45","Education","Disagree","Compensation","I understand my benefit plan"
"8798","Female","Below 35","Education","Agree","Compensation","I understand my benefit plan"
"8799","Female","Below 35","Health","Disagree","Compensation","I understand my benefit plan"
"8800","Female","Below 35","Health","Agree","Compensation","I understand my benefit plan"
"8801","Female","Below 35","Finance","Agree","Compensation","I understand my benefit plan"
"8802","Female","Below 35","Devolution","Disagree","Compensation","I understand my benefit plan"
"8803","Female","Below 35","Transport","Agree","Compensation","I understand my benefit plan"
"8804","Male","Below 35","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8805","Female","36-45","Health","Disagree","Compensation","I understand my benefit plan"
"8806","Female","36-45","Education","Disagree","Compensation","I understand my benefit plan"
"8807","Male","Below 35","Health","Agree","Compensation","I understand my benefit plan"
"8808","Female","46-55","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8809","Male","46-55","Health","Strongly Disagree","Compensation","I understand my benefit plan"
"8810","Female","36-45","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8811","Female","46-55","Health","Neutral","Compensation","I understand my benefit plan"
"8812","Male","46-55","Health","Neutral","Compensation","I understand my benefit plan"
"8813","Female","46-55","Health","Strongly Disagree","Compensation","I understand my benefit plan"
"8814","Male","36-45","Health","Neutral","Compensation","I understand my benefit plan"
"8815","Female","36-45","Education","Disagree","Compensation","I understand my benefit plan"
"8816","Female","36-45","Education","Disagree","Compensation","I understand my benefit plan"
"8817","Male","36-45","Agriculture","Strongly Agree","Compensation","I understand my benefit plan"
"8818","Female","46-55","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8819","Male","46-55","OOG","Neutral","Compensation","I understand my benefit plan"
"8820","Male","36-45","Finance","Strongly Agree","Compensation","I understand my benefit plan"
"8821","Female","36-45","Health","Strongly Agree","Compensation","I understand my benefit plan"
"8822","Male","36-45","Devolution","Neutral","Compensation","I understand my benefit plan"
"8823","Female","Below 35","Health","Disagree","Compensation","I understand my benefit plan"
"8824","Male","46-55","Agriculture","Agree","Compensation","I understand my benefit plan"
"8825","Male","36-45","Transport","Neutral","Compensation","I understand my benefit plan"
"8826","Male","Above 55","Health","Strongly Disagree","Compensation","I understand my benefit plan"
"8827","Female","46-55","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8828","Female","46-55","Finance","Agree","Compensation","I understand my benefit plan"
"8829","Male","Above 55","Health","Agree","Compensation","I understand my benefit plan"
"8830","Female","Below 35","Health","Agree","Compensation","I understand my benefit plan"
"8831","Male","Below 35","Agriculture","Strongly Disagree","Compensation","I understand my benefit plan"
"8832","Male","Below 35","Health","Agree","Compensation","I understand my benefit plan"
"8833","Male","46-55","Education","Neutral","Compensation","I understand my benefit plan"
"8834","Male","46-55","Health","Agree","Compensation","I understand my benefit plan"
"8835","Male","46-55","OOG","Agree","Compensation","I understand my benefit plan"
"8836","Female","36-45","Health","Neutral","Compensation","I understand my benefit plan"
"8837","Male","36-45","Trade","Neutral","Compensation","I understand my benefit plan"
"8838","Male","Below 35","Health","Agree","Compensation","I understand my benefit plan"
"8839","Male","Below 35","Transport","Strongly Disagree","Compensation","I understand my benefit plan"
"8840","Male","36-45","Trade","Disagree","Compensation","I understand my benefit plan"
"8841","Female","46-55","Finance","Agree","Compensation","I understand my benefit plan"
"8842","Female","Above 55","Education","Disagree","Compensation","I understand my benefit plan"
"8843","Female","36-45","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8844","Female","36-45","Education","Agree","Compensation","I understand my benefit plan"
"8845","Female","46-55","Health","Strongly Disagree","Compensation","I understand my benefit plan"
"8846","Male","Below 35","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8847","Male","46-55","Agriculture","Neutral","Compensation","I understand my benefit plan"
"8848","Male","36-45","Devolution","Disagree","Compensation","I understand my benefit plan"
"8849","Female","36-45","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8850","Female","36-45","Education","Disagree","Compensation","I understand my benefit plan"
"8851","Male","Below 35","Agriculture","Agree","Compensation","I understand my benefit plan"
"8852","Female","Below 35","Health","Strongly Disagree","Compensation","I understand my benefit plan"
"8853","Female","Below 35","Education","Disagree","Compensation","I understand my benefit plan"
"8854","Male","Above 55","Agriculture","Neutral","Compensation","I understand my benefit plan"
"8855","Male","36-45","Education","Agree","Compensation","I understand my benefit plan"
"8856","Female","36-45","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8857","Female","36-45","Education","Disagree","Compensation","I understand my benefit plan"
"8858","Female","36-45","Education","Disagree","Compensation","I understand my benefit plan"
"8859","Female","46-55","Health","Strongly Agree","Compensation","I understand my benefit plan"
"8860","Female","36-45","Education","Disagree","Compensation","I understand my benefit plan"
"8861","Female","Above 55","Health","Agree","Compensation","I understand my benefit plan"
"8862","Female","36-45","Agriculture","Agree","Compensation","I understand my benefit plan"
"8863","Female","36-45","Education","Strongly Agree","Compensation","I understand my benefit plan"
"8864","Male","36-45","Health","Strongly Disagree","Compensation","I understand my benefit plan"
"8865","Female","46-55","Health","Agree","Compensation","I understand my benefit plan"
"8866","Male","Below 35","Education","Disagree","Compensation","I understand my benefit plan"
"8867","Female","36-45","Education","Agree","Compensation","I understand my benefit plan"
"8868","Male","Below 35","Lands","Neutral","Compensation","I understand my benefit plan"
"8869","Male","Above 55","Health","Agree","Compensation","I understand my benefit plan"
"8870","Male","Below 35","OOG","Agree","Compensation","I understand my benefit plan"
"8871","Female","Below 35","Education","Disagree","Compensation","I understand my benefit plan"
"8872","Male","Below 35","Water","Disagree","Compensation","I understand my benefit plan"
"8873","Female","46-55","Devolution","Neutral","Compensation","I understand my benefit plan"
"8874","Male","Below 35","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8875","Female","36-45","Health","Strongly Agree","Compensation","I understand my benefit plan"
"8876","Female","46-55",NA,"Agree","Compensation","I understand my benefit plan"
"8877","Male","36-45","Education","Agree","Compensation","I understand my benefit plan"
"8878","Male","Below 35","Transport","Disagree","Compensation","I understand my benefit plan"
"8879","Male","36-45","Education","Disagree","Compensation","I understand my benefit plan"
"8880","Male","Below 35","Education","Agree","Compensation","I understand my benefit plan"
"8881","Male","36-45","trade","Agree","Compensation","I understand my benefit plan"
"8882","Male","Above 55","Agriculture","Neutral","Compensation","I understand my benefit plan"
"8883","Male","Below 35","Health","Agree","Compensation","I understand my benefit plan"
"8884","Male","Below 35","Health","Agree","Compensation","I understand my benefit plan"
"8885","Female","36-45","Education","Disagree","Compensation","I understand my benefit plan"
"8886","Male","Below 35","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8887","Male","Below 35","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8888","Female","36-45","Education","Agree","Compensation","I understand my benefit plan"
"8889","Female","Below 35","Devolution","Disagree","Compensation","I understand my benefit plan"
"8890","Female","Below 35","Health","Neutral","Compensation","I understand my benefit plan"
"8891","Male","36-45","Health","Agree","Compensation","I understand my benefit plan"
"8892","Female","Below 35","Health","Neutral","Compensation","I understand my benefit plan"
"8893","Female","Above 55","Health","Disagree","Compensation","I understand my benefit plan"
"8894","Male","Below 35","Devolution","Disagree","Compensation","I understand my benefit plan"
"8895","Male","Below 35","Devolution","Disagree","Compensation","I understand my benefit plan"
"8896","Female","Below 35","Finance","Neutral","Compensation","I understand my benefit plan"
"8897","Male","Below 35","Health","Agree","Compensation","I understand my benefit plan"
"8898","Female","46-55","Health","Disagree","Compensation","I understand my benefit plan"
"8899","Female","Below 35","Agriculture","Neutral","Compensation","I understand my benefit plan"
"8900","Male","36-45","Finance","Agree","Compensation","I understand my benefit plan"
"8901","Male","36-45","Finance","Agree","Compensation","I understand my benefit plan"
"8902","Male","Below 35","Finance","Neutral","Compensation","I understand my benefit plan"
"8903","Male","46-55","Transport","Strongly Disagree","Compensation","I understand my benefit plan"
"8904","Male","36-45","Health","Agree","Compensation","I understand my benefit plan"
"8905","Male","Below 35","Health","Strongly Disagree","Compensation","I understand my benefit plan"
"8906","Female","36-45","Agriculture","Agree","Compensation","I understand my benefit plan"
"8907","Male","36-45","Health","Agree","Compensation","I understand my benefit plan"
"8908","Male","Below 35","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8909","Male","Below 35","Devolution","Agree","Compensation","I understand my benefit plan"
"8910","Female","Above 55","Agriculture","Disagree","Compensation","I understand my benefit plan"
"8911","Female","Below 35","Health","Agree","Compensation","I understand my benefit plan"
"8912","Male","46-55","Finance","Agree","Compensation","I understand my benefit plan"
"8913","Male","Below 35","Devolution","Agree","Compensation","I understand my benefit plan"
"8914","Male","36-45","Health","Neutral","Compensation","I understand my benefit plan"
"8915","Male","46-55","Agriculture","Disagree","Compensation","I understand my benefit plan"
"8916","Female","36-45","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8917","Female","Below 35","Health","Strongly Agree","Compensation","I understand my benefit plan"
"8918","Male","Below 35","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8919","Female","Below 35","Education","Neutral","Compensation","I understand my benefit plan"
"8920","Male","46-55","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8921","Male","Below 35","Education","Strongly Disagree","Compensation","I understand my benefit plan"
"8922","Male","46-55","Agriculture","Strongly Disagree","Compensation","I understand my benefit plan"
"8923","Female","Below 35","Health","Agree","Compensation","I understand my benefit plan"
"8924","Female","Below 35","Health","Disagree","Compensation","I understand my benefit plan"
"8925","Male","36-45","Health","Agree","Compensation","I understand my benefit plan"
"8926","Female","36-45","Education","Agree","Compensation","I understand my benefit plan"
"8927","Male","Below 35","Devolution","Disagree","Compensation","I understand my benefit plan"
"8928","Female","Below 35","Devolution","Neutral","Compensation","I understand my benefit plan"
"8929","Male","36-45","Health","Neutral","Compensation","I understand my benefit plan"
"8930","Male","36-45","Lands","Neutral","Compensation","I understand my benefit plan"
"8931","Female","Below 35","Agriculture","Agree","Compensation","I understand my benefit plan"
"8932","Male","Below 35","Education","Agree","Compensation","I understand my benefit plan"
"8933","Female","Below 35","Health","Neutral","Compensation","I understand my benefit plan"
"8934","Female","36-45","Devolution","Neutral","Compensation","I understand my benefit plan"
"8935","Female","Below 35","Health","Agree","Compensation","I understand my benefit plan"
"8936","Male","36-45","Finance","Disagree","Compensation","I understand my benefit plan"
"8937","Male","46-55","Agriculture","Disagree","Compensation","I understand my benefit plan"
"8938","Male","36-45","Health","Strongly Agree","Compensation","I understand my benefit plan"
"8939","Male","46-55","Health","Neutral","Compensation","I understand my benefit plan"
"8940","Female","Below 35","Health","Disagree","Compensation","I understand my benefit plan"
"8941","Female","36-45","Education","Neutral","Compensation","I understand my benefit plan"
"8942","Male","Above 55","Trade","Neutral","Compensation","I understand my benefit plan"
"8943","Male","Above 55","Agriculture","Agree","Compensation","I understand my benefit plan"
"8944","Female","46-55","Agriculture","Agree","Compensation","I understand my benefit plan"
"8945","Female","36-45","Health","Disagree","Compensation","I understand my benefit plan"
"8946","Female","36-45","Agriculture","Agree","Compensation","I understand my benefit plan"
"8947","Male","Below 35","Agriculture","Neutral","Compensation","I understand my benefit plan"
"8948","Female","46-55","Health","Strongly Disagree","Compensation","I understand my benefit plan"
"8949","Male","Below 35","Health","Strongly Agree","Compensation","I understand my benefit plan"
"8950","Female","36-45","Education","Disagree","Compensation","I understand my benefit plan"
"8951","Female","Below 35","Health","Disagree","Compensation","I understand my benefit plan"
"8952","Male","36-45","Education","Disagree","Compensation","I understand my benefit plan"
"8953","Female","Below 35","Health","Neutral","Compensation","I understand my benefit plan"
"8954","Male","36-45","Health","Strongly Disagree","Compensation","I understand my benefit plan"
"8955","Male","Below 35","Finance","Agree","Compensation","I understand my benefit plan"
"8956","Female","46-55","Trade","Agree","Compensation","I understand my benefit plan"
"8957","Female","36-45","Education","Disagree","Compensation","I understand my benefit plan"
"8958","Female","36-45","Health","Agree","Compensation","I understand my benefit plan"
"8959","Female","36-45","Education","Agree","Compensation","I understand my benefit plan"
"8960","Female","46-55","Finance","Disagree","Compensation","I understand my benefit plan"
"8961","Female","46-55","Health","Strongly Disagree","Compensation","I understand my benefit plan"
"8962","Male","36-45","YGSS","Agree","Compensation","I understand my benefit plan"
"8963","Female","Below 35","Health","Disagree","Compensation","I understand my benefit plan"
"8964","Female","Below 35","OOG","Agree","Compensation","I understand my benefit plan"
